NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
Dagla	1	ENSMUSG00000035735	
Gm2467	1	ENSMUSG00000098102	
Slc7a6os	1	ENSMUSG00000033106	
Gm38173	1	ENSMUSG00000102198	
9630013D21Rik	1	ENSMUSG00000059027	
Rp31-ps19	1	ENSMUSG00000097529	
Ppm1b	1	ENSMUSG00000061130	
Ppm1a	1	ENSMUSG00000021096	
RP23-333I24.3	1	ENSMUSG00000106758	
Fam228a	1	ENSMUSG00000079177	
Fam228b	1	ENSMUSG00000050545	
Gm2a	1	ENSMUSG00000000594	
Elac1	1	ENSMUSG00000036941	
1700008A23Rik	1	ENSMUSG00000103452	
Elac2	1	ENSMUSG00000020549	
Gm2497	1	ENSMUSG00000099366	
Gm2495	1	ENSMUSG00000101357	
Gm608	1	ENSMUSG00000068284	
Gm609	1	ENSMUSG00000053182	
Chadl	1	ENSMUSG00000063765	
Gm38188	1	ENSMUSG00000103576	
Gm38186	1	ENSMUSG00000103668	
Gm22	1	ENSMUSG00000043903	
Tagln2	1	ENSMUSG00000026547	
Brms1l	1	ENSMUSG00000012076	
Tagln3	1	ENSMUSG00000022658	
Fam229b	1	ENSMUSG00000051736	
Fam229a	1	ENSMUSG00000078554	
RP24-183G19.6	1	ENSMUSG00000107252	
Ppm1n	1	ENSMUSG00000030402	
Ppm1m	1	ENSMUSG00000020253	
Ppm1l	1	ENSMUSG00000027784	
Iqub	1	ENSMUSG00000046192	
Ppm1g	1	ENSMUSG00000029147	
Ppm1f	1	ENSMUSG00000026181	
Ppm1e	1	ENSMUSG00000046442	
A830018L16Rik	1	ENSMUSG00000057715	
Ppm1d	1	ENSMUSG00000020525	
Ppm1k	1	ENSMUSG00000037826	
Gm38192	1	ENSMUSG00000102305	
Ppm1j	1	ENSMUSG00000002228	
Gm38190	1	ENSMUSG00000102302	
Ppm1h	1	ENSMUSG00000034613	
Col18a1	1	ENSMUSG00000001435	
Gm53	1	ENSMUSG00000078706	
Akr1c18	1	ENSMUSG00000021214	
Akr1c19	1	ENSMUSG00000071551	
5830454E08Rik	1	ENSMUSG00000052658	
4930511M06Rik	1	ENSMUSG00000086607	
Akr1c21	1	ENSMUSG00000021207	
Mir17hg	1	ENSMUSG00000089726	
Akr1c20	1	ENSMUSG00000054757	
Oprd1	1	ENSMUSG00000050511	
Prrc1	1	ENSMUSG00000024594	
Gm40	1	ENSMUSG00000082497	
Marf1	1	ENSMUSG00000060657	
RP23-70G12.2	1	ENSMUSG00000104976	
RP23-70G12.3	1	ENSMUSG00000104925	
A730081D07Rik	1	ENSMUSG00000086693	
RP23-375H15.2	1	ENSMUSG00000104586	
4930461C15Rik	1	ENSMUSG00000086827	
Akr1c12	1	ENSMUSG00000021211	
Akr1c14	1	ENSMUSG00000033715	
Akr1c13	1	ENSMUSG00000021213	
1700016K19Rik	1	ENSMUSG00000053783	
Gm28809	1	ENSMUSG00000101191	
Gm28806	1	ENSMUSG00000100674	
Dhrs7b	1	ENSMUSG00000042569	
Dhrs7c	1	ENSMUSG00000033044	
Chac1	1	ENSMUSG00000027313	
Chac2	1	ENSMUSG00000020309	
Pla1a	1	ENSMUSG00000002847	
4930520O04Rik	1	ENSMUSG00000074039	
Peo1	1	ENSMUSG00000025209	
Gm28800	1	ENSMUSG00000099760	
Pemt	1	ENSMUSG00000000301	
Gm28803	1	ENSMUSG00000101046	
Gm28802	1	ENSMUSG00000099719	
RP23-77E18.3	1	ENSMUSG00000105185	
RP23-77E18.6	1	ENSMUSG00000105310	
RP23-77E18.5	1	ENSMUSG00000105916	
Firre	1	ENSMUSG00000085396	
Gm648	1	ENSMUSG00000064016	
Ppip5k1	1	ENSMUSG00000033526	
Ppip5k2	1	ENSMUSG00000040648	
Pelo	1	ENSMUSG00000042275	
4833428L15Rik	1	ENSMUSG00000097074	
Gm94	1	ENSMUSG00000071858	
E030037K01Rik	1	ENSMUSG00000097706	
Camkv	1	ENSMUSG00000032936	
Adad1	1	ENSMUSG00000027719	
B230118H07Rik	1	ENSMUSG00000027165	
Mark3	1	ENSMUSG00000007411	
Mark4	1	ENSMUSG00000030397	
Mark1	1	ENSMUSG00000026620	
Mark2	1	ENSMUSG00000024969	
Gm650	1	ENSMUSG00000052157	
5930422O12Rik	1	ENSMUSG00000048544	
Penk	1	ENSMUSG00000045573	
Kxd1	1	ENSMUSG00000055553	
Mir693	1	ENSMUSG00000076141	
Mir695	1	ENSMUSG00000076216	
Mir697	1	ENSMUSG00000076271	
Lamr1-ps1	1	ENSMUSG00000081229	
Raver2	1	ENSMUSG00000035275	
Camk4	1	ENSMUSG00000038128	
Raver1	1	ENSMUSG00000010205	
Camk1	1	ENSMUSG00000030272	
Gm2415	1	ENSMUSG00000086119	
Pes1	1	ENSMUSG00000020430	
Mir681	1	ENSMUSG00000076065	
E430014B02Rik	1	ENSMUSG00000102973	
Acnat2	1	ENSMUSG00000060317	
Acnat1	1	ENSMUSG00000070985	
Pepd	1	ENSMUSG00000063931	
Per2	1	ENSMUSG00000055866	
Per1	1	ENSMUSG00000020893	
Cdc123	1	ENSMUSG00000039128	
Per3	1	ENSMUSG00000028957	
Gm684	1	ENSMUSG00000079559	
Mir670	1	ENSMUSG00000076335	
Mir676	1	ENSMUSG00000076398	
Gm14220	1	ENSMUSG00000083329	
Gm14226	1	ENSMUSG00000084897	
Gm14225	1	ENSMUSG00000086872	
Mir1938	1	ENSMUSG00000089371	
Gm14227	1	ENSMUSG00000082596	
Gm14221	1	ENSMUSG00000078956	
Gm14224	1	ENSMUSG00000085524	
Cep104	1	ENSMUSG00000039523	
Mir1941	1	ENSMUSG00000088459	
Mir1945	1	ENSMUSG00000088544	
Skint8	1	ENSMUSG00000078599	
Mir1943	1	ENSMUSG00000088901	
Gm28867	1	ENSMUSG00000099936	
Sh3d19	1	ENSMUSG00000028082	
Gm28869	1	ENSMUSG00000101556	
Oprl1	1	ENSMUSG00000027584	
Gm28863	1	ENSMUSG00000099803	
Gm26202	1	ENSMUSG00000064844	
Gm26203	1	ENSMUSG00000064845	
Gm28864	1	ENSMUSG00000100998	
Gm38200	1	ENSMUSG00000102466	
RP23-313F7.2	1	ENSMUSG00000105944	
RP23-313F7.4	1	ENSMUSG00000105456	
2700094K13Rik	1	ENSMUSG00000076437	
Skint6	1	ENSMUSG00000087194	
Gm14214	1	ENSMUSG00000098640	
Gm16876	1	ENSMUSG00000086689	
Mir1947	1	ENSMUSG00000088860	
Gm38208	1	ENSMUSG00000104471	
Mecomos	1	ENSMUSG00000085702	
Cep112	1	ENSMUSG00000020728	
Mir1950	1	ENSMUSG00000089151	
Mir1955	1	ENSMUSG00000088639	
Gssos1	1	ENSMUSG00000085010	
Gssos2	1	ENSMUSG00000085317	
Mir1953	1	ENSMUSG00000088491	
Pet2	1	ENSMUSG00000035395	
Perp	1	ENSMUSG00000019851	
Gm28856	1	ENSMUSG00000100106	
Gm28857	1	ENSMUSG00000099556	
Dhrs11	1	ENSMUSG00000034449	
Dhrs13	1	ENSMUSG00000020834	
Gm14240	1	ENSMUSG00000081002	
Cchcr1	1	ENSMUSG00000040312	
Pi4kb	1	ENSMUSG00000038861	
Pi4ka	1	ENSMUSG00000041720	
Gm14248	1	ENSMUSG00000083831	
Gm14247	1	ENSMUSG00000081616	
Gm14249	1	ENSMUSG00000087074	
Gm14245	1	ENSMUSG00000084006	
Cep126	1	ENSMUSG00000040729	
Gm28883	1	ENSMUSG00000101482	
Gm28882	1	ENSMUSG00000101624	
Cep120	1	ENSMUSG00000048799	
Gm26226	1	ENSMUSG00000064443	
Glt8d2	1	ENSMUSG00000020251	
Gm28888	1	ENSMUSG00000100908	
Glt8d1	1	ENSMUSG00000021916	
Nalcn	1	ENSMUSG00000000197	
Gm28884	1	ENSMUSG00000099767	
Cdc14b	1	ENSMUSG00000033102	
Cep128	1	ENSMUSG00000061533	
Cdc14a	1	ENSMUSG00000033502	
B230217C12Rik	1	ENSMUSG00000050538	
Gm16892	1	ENSMUSG00000097876	
Dnmbp	1	ENSMUSG00000025195	
Tdrd1	1	ENSMUSG00000025081	
Gm14231	1	ENSMUSG00000082196	
Gm14230	1	ENSMUSG00000087179	
Trac	1	ENSMUSG00000076928	
Gm14236	1	ENSMUSG00000086411	
RP24-376N4.1	1	ENSMUSG00000106176	
Gm14239	1	ENSMUSG00000080237	
Gm14238	1	ENSMUSG00000083341	
Gm16897	1	ENSMUSG00000097325	
Gm14232	1	ENSMUSG00000087405	
Gm14235	1	ENSMUSG00000085267	
Gm14234	1	ENSMUSG00000082239	
Mir1929	1	ENSMUSG00000089260	
Gm28872	1	ENSMUSG00000099937	
Cep135	1	ENSMUSG00000036403	
Mir1934	1	ENSMUSG00000088752	
Mir1931	1	ENSMUSG00000089214	
Cep131	1	ENSMUSG00000039781	
Mir1932	1	ENSMUSG00000088015	
Gm28877	1	ENSMUSG00000099584	
Tdrd9	1	ENSMUSG00000054003	
Basp1	1	ENSMUSG00000045763	
Tdrd6	1	ENSMUSG00000040140	
Tdrd7	1	ENSMUSG00000035517	
Gm28874	1	ENSMUSG00000100813	
Gm26211	1	ENSMUSG00000089203	
Tdrd5	1	ENSMUSG00000060985	
Gm28873	1	ENSMUSG00000100536	
Tdrd3	1	ENSMUSG00000022019	
Gm28875	1	ENSMUSG00000100975	
Cd300lb	1	ENSMUSG00000063193	
Gm28826	1	ENSMUSG00000101447	
Cd300lg	1	ENSMUSG00000017309	
Cd300lf	1	ENSMUSG00000047798	
Gm16845	1	ENSMUSG00000096981	
Trdn	1	ENSMUSG00000019787	
Irg1	1	ENSMUSG00000022126	
Naaladl2	1	ENSMUSG00000102758	
Naaladl1	1	ENSMUSG00000054999	
Prrg3	1	ENSMUSG00000033361	
Prrg4	1	ENSMUSG00000027171	
Gm28818	1	ENSMUSG00000101211	
Prrg1	1	ENSMUSG00000047996	
Prrg2	1	ENSMUSG00000007837	
Cep162	1	ENSMUSG00000056919	
Gm16835	1	ENSMUSG00000087479	
Pex2	1	ENSMUSG00000040374	
2410124H12Rik	1	ENSMUSG00000051297	
Pex1	1	ENSMUSG00000005907	
Gm16833	1	ENSMUSG00000085253	
Notch4	1	ENSMUSG00000015468	
Pex7	1	ENSMUSG00000020003	
Gm16838	1	ENSMUSG00000085689	
Irf3	1	ENSMUSG00000003184	
Notch1	1	ENSMUSG00000026923	
Pex3	1	ENSMUSG00000019809	
Irf4	1	ENSMUSG00000021356	
Desi2	1	ENSMUSG00000026502	
Notch2	1	ENSMUSG00000027878	
Irf1	1	ENSMUSG00000018899	
Pex6	1	ENSMUSG00000002763	
Mars2	1	ENSMUSG00000046994	
Cep152	1	ENSMUSG00000068394	
Pex5	1	ENSMUSG00000005069	
Irf2	1	ENSMUSG00000031627	
Desi1	1	ENSMUSG00000022472	
Notch3	1	ENSMUSG00000038146	
Irf7	1	ENSMUSG00000025498	
Irf8	1	ENSMUSG00000041515	
Irf5	1	ENSMUSG00000029771	
Trdc	1	ENSMUSG00000104876	
Irf6	1	ENSMUSG00000026638	
Irf9	1	ENSMUSG00000002325	
Mgat5b	1	ENSMUSG00000043857	
Mat2a	1	ENSMUSG00000053907	
Gm14204	1	ENSMUSG00000086496	
Gm14206	1	ENSMUSG00000086163	
Cep170	1	ENSMUSG00000057335	
Gm14200	1	ENSMUSG00000081800	
Gm16863	1	ENSMUSG00000096918	
Gm14202	1	ENSMUSG00000083715	
Gm16861	1	ENSMUSG00000097397	
Irgq	1	ENSMUSG00000041037	
Gm14208	1	ENSMUSG00000082369	
Gm14207	1	ENSMUSG00000074912	
Cep164	1	ENSMUSG00000043987	
Mat2b	1	ENSMUSG00000042032	
Mgat4e	1	ENSMUSG00000046367	
Mgat4c	1	ENSMUSG00000019888	
RP23-354E8.1	1	ENSMUSG00000104569	
Mgat4a	1	ENSMUSG00000026110	
Mgat4b	1	ENSMUSG00000036620	
Treh	1	ENSMUSG00000032098	
Gm16853	1	ENSMUSG00000097665	
Sh3d21	1	ENSMUSG00000073758	
Sh3bp1	1	ENSMUSG00000022436	
Sh3bp2	1	ENSMUSG00000054520	
Glb1	1	ENSMUSG00000045594	
A130048G24Rik	1	ENSMUSG00000102642	
RP24-378G4.3	1	ENSMUSG00000105703	
Oprk1	1	ENSMUSG00000025905	
Gm28836	1	ENSMUSG00000099343	
Mat1a	1	ENSMUSG00000037798	
RP24-378G4.4	1	ENSMUSG00000105294	
Gm28830	1	ENSMUSG00000100866	
Sh3bp4	1	ENSMUSG00000036206	
Sh3bp5	1	ENSMUSG00000021892	
Gm16485	1	ENSMUSG00000078117	
Pnldc1	1	ENSMUSG00000073460	
Gm16481	1	ENSMUSG00000082090	
Glce	1	ENSMUSG00000032252	
Stambpl1	1	ENSMUSG00000024776	
Plbd1	1	ENSMUSG00000030214	
Gpd1l	1	ENSMUSG00000050627	
Clock	1	ENSMUSG00000029238	
Dynlrb2	1	ENSMUSG00000034467	
Dynlrb1	1	ENSMUSG00000047459	
Plbd2	1	ENSMUSG00000029598	
Trhr	1	ENSMUSG00000038760	
Gle1	1	ENSMUSG00000019715	
Gm28465	1	ENSMUSG00000101540	
Nbeal2	1	ENSMUSG00000056724	
Gm2399	1	ENSMUSG00000078141	
Nbeal1	1	ENSMUSG00000073664	
Gm2396	1	ENSMUSG00000099930	
Gm28466	1	ENSMUSG00000100770	
9330159F19Rik	1	ENSMUSG00000004360	
Gm16470	1	ENSMUSG00000098091	
Txnip	1	ENSMUSG00000038393	
Plet1os	1	ENSMUSG00000101304	
Zbtb11os1	1	ENSMUSG00000102101	
Vstm5	1	ENSMUSG00000031937	
Gm16477	1	ENSMUSG00000062758	
Gm28453	1	ENSMUSG00000101708	
RP24-373A18.2	1	ENSMUSG00000105054	
Lkaaear1	1	ENSMUSG00000045794	
Mrps36-ps1	1	ENSMUSG00000021631	
4930402F06Rik	1	ENSMUSG00000079421	
Mrps36-ps2	1	ENSMUSG00000081911	
Gm2383	1	ENSMUSG00000097628	
Gm28455	1	ENSMUSG00000100490	
Gm2381	1	ENSMUSG00000092225	
Glg1	1	ENSMUSG00000003316	
Ttc23l	1	ENSMUSG00000022249	
Gm16494	1	ENSMUSG00000091775	
Trio	1	ENSMUSG00000022263	
Ppp4c	1	ENSMUSG00000030697	
Gldc	1	ENSMUSG00000024827	
Tril	1	ENSMUSG00000043496	
Gm16490	1	ENSMUSG00000091842	
Crebrf	1	ENSMUSG00000048249	
Gldn	1	ENSMUSG00000046167	
Gatad2a	1	ENSMUSG00000036180	
Gatad2b	1	ENSMUSG00000042390	
Vmn2r-ps3	1	ENSMUSG00000090303	
Ttc21b	1	ENSMUSG00000034848	
Gli1	1	ENSMUSG00000025407	
Gli3	1	ENSMUSG00000021318	
Tmed10	1	ENSMUSG00000021248	
Adipoq	1	ENSMUSG00000022878	
Macrod2	1	ENSMUSG00000068205	
Macrod1	1	ENSMUSG00000036278	
Ttc9c	1	ENSMUSG00000071660	
Ttc9b	1	ENSMUSG00000007944	
Gm28424	1	ENSMUSG00000101037	
Gm16439	1	ENSMUSG00000072594	
Gm16436	1	ENSMUSG00000081373	
Gm16437	1	ENSMUSG00000024761	
Gm16432	1	ENSMUSG00000091476	
Gm16433	1	ENSMUSG00000043024	
Rn18s-rs5	1	ENSMUSG00000106106	
Gm28410	1	ENSMUSG00000099561	
B230319C09Rik	1	ENSMUSG00000051844	
Ttc21a	1	ENSMUSG00000032514	
Cyp7a1	1	ENSMUSG00000028240	
Gm16463	1	ENSMUSG00000082139	
Gm16464	1	ENSMUSG00000082154	
Gm16465	1	ENSMUSG00000083994	
Gm28441	1	ENSMUSG00000100830	
Rpl36-ps3	1	ENSMUSG00000066629	
Rpl36-ps4	1	ENSMUSG00000093922	
Rpl36-ps2	1	ENSMUSG00000024205	
Rlim	1	ENSMUSG00000056537	
Ttc7b	1	ENSMUSG00000033530	
Gm28447	1	ENSMUSG00000101792	
Rpl36-ps8	1	ENSMUSG00000075390	
Trmu	1	ENSMUSG00000022386	
Gm16459	1	ENSMUSG00000084022	
Pfas	1	ENSMUSG00000020899	
Echs1	1	ENSMUSG00000025465	
Gm28438	1	ENSMUSG00000101939	
Gm28437	1	ENSMUSG00000101111	
Chd1l	1	ENSMUSG00000028089	
Mir344-2	1	ENSMUSG00000093187	
Gm28439	1	ENSMUSG00000100131	
Suv39h1	1	ENSMUSG00000039231	
Slc30a10	1	ENSMUSG00000026614	
Gm4980	1	ENSMUSG00000096606	
Irs1	1	ENSMUSG00000055980	
Suv39h2	1	ENSMUSG00000026646	
Gm4984	1	ENSMUSG00000079871	
Gm4985	1	ENSMUSG00000090102	
Gm4986	1	ENSMUSG00000080996	
Gm4987	1	ENSMUSG00000063816	
Irs2	1	ENSMUSG00000038894	
Aldh9a1	1	ENSMUSG00000026687	
Irs3	1	ENSMUSG00000047182	
Gm4989	1	ENSMUSG00000085066	
0610040F04Rik	1	ENSMUSG00000087341	
RP23-148G12.5	1	ENSMUSG00000104669	
RP23-148G12.2	1	ENSMUSG00000105506	
Rangap1	1	ENSMUSG00000022391	
RP23-148G12.3	1	ENSMUSG00000105708	
Gm4991	1	ENSMUSG00000083928	
Gm4995	1	ENSMUSG00000081750	
Rpl32-ps	1	ENSMUSG00000068969	
Gm4997	1	ENSMUSG00000045694	
1700029J07Rik	1	ENSMUSG00000071103	
Mir23b	1	ENSMUSG00000065599	
Mir23a	1	ENSMUSG00000065611	
Gria3	1	ENSMUSG00000001986	
Gm2308	1	ENSMUSG00000092257	
Gria2	1	ENSMUSG00000033981	
Gria1	1	ENSMUSG00000020524	
Rps12l2	1	ENSMUSG00000098181	
5830417I10Rik	1	ENSMUSG00000078684	
Gm4960	1	ENSMUSG00000098077	
Glo1	1	ENSMUSG00000024026	
Glmn	1	ENSMUSG00000029276	
Gm4963	1	ENSMUSG00000063739	
Glmp	1	ENSMUSG00000001418	
Gm4968	1	ENSMUSG00000062365	
Gm4969	1	ENSMUSG00000085601	
Ajuba	1	ENSMUSG00000022178	
Crebzf	1	ENSMUSG00000051451	
Prdx6b	1	ENSMUSG00000050114	
Efhb	1	ENSMUSG00000023931	
Krt33a	1	ENSMUSG00000035592	
Gm4978	1	ENSMUSG00000062874	
2410012M07Rik	1	ENSMUSG00000090470	
1700029B22Rik	1	ENSMUSG00000100759	
Rln3	1	ENSMUSG00000045232	
Rln1	1	ENSMUSG00000039097	
Ppp5c	1	ENSMUSG00000003099	
Gm933	1	ENSMUSG00000094430	
Skp1a	1	ENSMUSG00000036309	
Hiatl1	1	ENSMUSG00000038212	
RP23-284P20.2	1	ENSMUSG00000106243	
Rasl11b	1	ENSMUSG00000049907	
Grid2	1	ENSMUSG00000071424	
Rasl11a	1	ENSMUSG00000029641	
RP23-333I5.4	1	ENSMUSG00000106063	
4930526A20Rik	1	ENSMUSG00000085521	
RP23-333I5.3	1	ENSMUSG00000106432	
RP23-333I5.2	1	ENSMUSG00000105933	
Grid1	1	ENSMUSG00000041078	
Srbd1	1	ENSMUSG00000024135	
RP23-333I5.1	1	ENSMUSG00000105818	
RP23-333I5.8	1	ENSMUSG00000105793	
RP23-333I5.7	1	ENSMUSG00000106443	
RP23-333I5.6	1	ENSMUSG00000104583	
RP23-333I5.5	1	ENSMUSG00000105846	
RP23-333I5.9	1	ENSMUSG00000105083	
Ogfrl1	1	ENSMUSG00000026158	
Ppp6c	1	ENSMUSG00000026753	
Mir27a	1	ENSMUSG00000065444	
AC132147.1	1	ENSMUSG00000106513	
RP24-353A8.1	1	ENSMUSG00000107319	
Gm28496	1	ENSMUSG00000101166	
RP24-353A8.2	1	ENSMUSG00000107266	
Gm28497	1	ENSMUSG00000099804	
Gm2348	1	ENSMUSG00000078850	
Mir296	1	ENSMUSG00000065521	
Gm28499	1	ENSMUSG00000101662	
Col15a1	1	ENSMUSG00000028339	
Rint1	1	ENSMUSG00000028999	
Hs3st1	1	ENSMUSG00000051022	
Gls2	1	ENSMUSG00000044005	
Hs3st5	1	ENSMUSG00000044499	
2810410L24Rik	1	ENSMUSG00000075389	
Hs3st6	1	ENSMUSG00000039628	
Mir26b	1	ENSMUSG00000065468	
Pfkl	1	ENSMUSG00000020277	
Glrb	1	ENSMUSG00000028020	
Txnl1	1	ENSMUSG00000024583	
Try5	1	ENSMUSG00000036938	
Pfkm	1	ENSMUSG00000033065	
AA623943	1	ENSMUSG00000081478	
Pfkp	1	ENSMUSG00000021196	
Hnrnpul2	1	ENSMUSG00000071659	
Hnrnpul1	1	ENSMUSG00000040725	
Irx2	1	ENSMUSG00000001504	
Irx5	1	ENSMUSG00000031737	
Dcdc2c	1	ENSMUSG00000020633	
Dcdc2b	1	ENSMUSG00000078552	
Irx6	1	ENSMUSG00000031738	
Irx3	1	ENSMUSG00000031734	
Dcdc2a	1	ENSMUSG00000035910	
Irx4	1	ENSMUSG00000021604	
AI607873	1	ENSMUSG00000073490	
Rasl10b	1	ENSMUSG00000020684	
Rasl10a	1	ENSMUSG00000034209	
Gm2367	1	ENSMUSG00000102162	
Gm960	1	ENSMUSG00000071691	
Gm2366	1	ENSMUSG00000097491	
1700003D09Rik	1	ENSMUSG00000085944	
Mrgprx3-ps	1	ENSMUSG00000099560	
Gm4907	1	ENSMUSG00000068113	
AC113029.6	1	ENSMUSG00000107143	
Gm4908	1	ENSMUSG00000083094	
Gm973	1	ENSMUSG00000047361	
Mir301	1	ENSMUSG00000065589	
Mipol1	1	ENSMUSG00000047022	
RP23-371A16.3	1	ENSMUSG00000105881	
RP23-371A16.4	1	ENSMUSG00000104951	
RP24-89D17.3	1	ENSMUSG00000104685	
Gm4910	1	ENSMUSG00000082202	
Glrx	1	ENSMUSG00000021591	
Gm4913	1	ENSMUSG00000083151	
Dcp1a	1	ENSMUSG00000021962	
Gm4914	1	ENSMUSG00000082440	
Dcp1b	1	ENSMUSG00000041477	
Gm4915	1	ENSMUSG00000082511	
Cant1	1	ENSMUSG00000025575	
Gm4917	1	ENSMUSG00000083162	
Gm4918	1	ENSMUSG00000083960	
Gm4919	1	ENSMUSG00000083379	
Pfn4	1	ENSMUSG00000020639	
4632427E13Rik	1	ENSMUSG00000074024	
Pfn1	1	ENSMUSG00000018293	
Pfn2	1	ENSMUSG00000027805	
2310020H05Rik	1	ENSMUSG00000100410	
Gm996	1	ENSMUSG00000029419	
1700108F19Rik	1	ENSMUSG00000101009	
Dynlt1c	1	ENSMUSG00000000579	
Dynlt1b	1	ENSMUSG00000096255	
Dynlt1a	1	ENSMUSG00000092074	
Dynlt1f	1	ENSMUSG00000095677	
C87436	1	ENSMUSG00000046679	
2410016O06Rik	1	ENSMUSG00000046791	
RP23-424M12.5	1	ENSMUSG00000105024	
Gltp	1	ENSMUSG00000011884	
Il12rb1	1	ENSMUSG00000000791	
Il12rb2	1	ENSMUSG00000018341	
4933413C19Rik	1	ENSMUSG00000089952	
4930555K19Rik	1	ENSMUSG00000048559	
Grik5	1	ENSMUSG00000003378	
Grik4	1	ENSMUSG00000032017	
Glul	1	ENSMUSG00000026473	
RP24-294K15.5	1	ENSMUSG00000107043	
March4	1	ENSMUSG00000039372	
March3	1	ENSMUSG00000032656	
Mir339	1	ENSMUSG00000065593	
March6	1	ENSMUSG00000039100	
March5	1	ENSMUSG00000023307	
March8	1	ENSMUSG00000025702	
March7	1	ENSMUSG00000026977	
March9	1	ENSMUSG00000040502	
Gm4943	1	ENSMUSG00000068487	
Gm4944	1	ENSMUSG00000096433	
RP23-146B9.1	1	ENSMUSG00000106813	
Gm4945	1	ENSMUSG00000062472	
5033417F24Rik	1	ENSMUSG00000097251	
1500002F19Rik	1	ENSMUSG00000097595	
Prorsd1	1	ENSMUSG00000032673	
Mir343	1	ENSMUSG00000076315	
March2	1	ENSMUSG00000079557	
March1	1	ENSMUSG00000036469	
Mir345	1	ENSMUSG00000065429	
Cntrl	1	ENSMUSG00000057110	
D930032P07Rik	1	ENSMUSG00000097735	
Mir328	1	ENSMUSG00000070130	
Gm4950	1	ENSMUSG00000069379	
Gm4951	1	ENSMUSG00000073555	
Incenp	1	ENSMUSG00000024660	
Gm4952	1	ENSMUSG00000071633	
Gm4953	1	ENSMUSG00000061992	
Gm4954	1	ENSMUSG00000085841	
Gm4955	1	ENSMUSG00000037849	
Srsf11	1	ENSMUSG00000055436	
Srsf12	1	ENSMUSG00000054679	
Srsf10	1	ENSMUSG00000028676	
Pfpl	1	ENSMUSG00000040065	
Ttbk2	1	ENSMUSG00000090100	
Rasl2-9	1	ENSMUSG00000083649	
Ttbk1	1	ENSMUSG00000015599	
Plac8l1	1	ENSMUSG00000059455	
Plscr1	1	ENSMUSG00000032369	
Plscr5	1	ENSMUSG00000095654	
Plscr4	1	ENSMUSG00000032377	
Plscr3	1	ENSMUSG00000019461	
Plscr2	1	ENSMUSG00000032372	
Gm4924	1	ENSMUSG00000073427	
AC133095.2	1	ENSMUSG00000095475	
Gm4925	1	ENSMUSG00000069540	
Gm4929	1	ENSMUSG00000097973	
Cfap126	1	ENSMUSG00000026649	
Mir320	1	ENSMUSG00000065528	
Grin1	1	ENSMUSG00000026959	
Dpysl2	1	ENSMUSG00000022048	
Dpysl3	1	ENSMUSG00000024501	
Grip1	1	ENSMUSG00000034813	
Dpysl5	1	ENSMUSG00000029168	
Grina	1	ENSMUSG00000022564	
RP23-100B7.1	1	ENSMUSG00000105015	
Lrpprc	1	ENSMUSG00000024120	
6030468B19Rik	1	ENSMUSG00000025573	
RP23-318I19.2	1	ENSMUSG00000107109	
Gm16523	1	ENSMUSG00000082315	
Gm16520	1	ENSMUSG00000104874	
Tmod1	1	ENSMUSG00000028328	
Pcid2	1	ENSMUSG00000038542	
Tmod4	1	ENSMUSG00000005628	
Prune	1	ENSMUSG00000015711	
Tmod2	1	ENSMUSG00000032186	
Tmod3	1	ENSMUSG00000058587	
RP23-431M7.4	1	ENSMUSG00000104719	
Gm28500	1	ENSMUSG00000101793	
RP23-431M7.2	1	ENSMUSG00000104872	
Grip2	1	ENSMUSG00000030098	
Iscu	1	ENSMUSG00000025825	
Gm28502	1	ENSMUSG00000099452	
BC147527	1	ENSMUSG00000094796	
Tsc2	1	ENSMUSG00000002496	
Tsc1	1	ENSMUSG00000026812	
Ccnyl1	1	ENSMUSG00000070871	
Gm16510	1	ENSMUSG00000086699	
Gm16519	1	ENSMUSG00000066983	
4931413K12Rik	1	ENSMUSG00000085088	
Gm16518	1	ENSMUSG00000083015	
RP24-357G2.2	1	ENSMUSG00000106671	
Gm16540	1	ENSMUSG00000090005	
A730060N03Rik	1	ENSMUSG00000092375	
Gm16541	1	ENSMUSG00000090117	
Gm28529	1	ENSMUSG00000101320	
Gm16548	1	ENSMUSG00000086593	
RP24-377E5.1	1	ENSMUSG00000105923	
Gm16549	1	ENSMUSG00000090216	
Gm16546	1	ENSMUSG00000089673	
Gm16547	1	ENSMUSG00000089888	
RP24-232N19.1	1	ENSMUSG00000106266	
Pcif1	1	ENSMUSG00000039849	
Gm28527	1	ENSMUSG00000100160	
BC039771	1	ENSMUSG00000087594	
Atxn7l1os2	1	ENSMUSG00000085664	
Fyco1	1	ENSMUSG00000025241	
Cntln	1	ENSMUSG00000038070	
Gm16537	1	ENSMUSG00000089671	
Gm16538	1	ENSMUSG00000089766	
Gm16536	1	ENSMUSG00000089810	
Cntn4	1	ENSMUSG00000064293	
Cntn3	1	ENSMUSG00000030075	
Cntn2	1	ENSMUSG00000053024	
Gm16531	1	ENSMUSG00000097012	
Cntn1	1	ENSMUSG00000055022	
Cntn6	1	ENSMUSG00000030092	
Cntn5	1	ENSMUSG00000039488	
Auts2	1	ENSMUSG00000029673	
Gm16539	1	ENSMUSG00000089927	
Gm28516	1	ENSMUSG00000101613	
4930599N23Rik	1	ENSMUSG00000073144	
Gm28512	1	ENSMUSG00000100183	
