gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000113035	6.873835	-0.5204877	0.4522999	0.002158407	0.0134548
ENSMUSG00000051367	28.69154	0.827089	0.17778796	4.640272e-08	8.064777e-07
ENSMUSG00000044912	0.8116867	0.8744479	1.17740595	0.002633862	0.01594519
ENSMUSG00000046768	80.90854	-2.440276	0.1757348	1.8692669999999998e-44	3.737644e-42
ENSMUSG00000042808	4.728797	0.9477228	0.62095723	0.0003956446	0.003086792
ENSMUSG00000021062	0.8126339	-0.4604607	0.7915839	0.00794166	0.04015779
ENSMUSG00000112302	13.82153	-1.971778	0.2318811	1.389584e-18	7.221365e-17
ENSMUSG00000047454	160.255	-1.600029	0.10433894	1.402005e-54	3.8730390000000005e-52
ENSMUSG00000066438	1.33149	-2.757959	1.10387728	4.1247e-05	0.0004100288
ENSMUSG00000021136	278.3578	-7.870499	0.29108668	5.7223889999999995e-164	7.508847e-161
ENSMUSG00000079055	2.263718	-2.136334	0.77654017	2.694339e-05	0.0002810116
ENSMUSG00000021223	13.72609	-1.990046	0.39904025	2.359935e-08	4.28977e-07
ENSMUSG00000021234	52.04665	0.4975541	0.12383262	3.692674e-07	5.521916e-06
ENSMUSG00000021236	2850.308	0.7817391	0.12936547	3.912754e-11	1.035918e-09
ENSMUSG00000002020	271.9079	-2.981051	0.4004703	2.23617e-14	8.398639e-13
ENSMUSG00000092130	5.231327	-2.469771	0.45092656	4.884649e-09	9.851412e-08
ENSMUSG00000021245	698.8981	0.5191554	0.03148237	8.975097999999999e-63	2.9442530000000004e-60
ENSMUSG00000079036	334.8132	-0.3819045	0.05976336	7.506249e-13	2.473998e-11
ENSMUSG00000051166	116.0472	-0.4131467	0.16301341	0.000101172	0.0009259397
ENSMUSG00000033713	1911.449	-0.3820904	0.11463523	6.923415e-06	8.125047e-05
ENSMUSG00000033530	104.3633	0.4402965	0.14559647	1.725987e-05	0.0001873686
ENSMUSG00000057963	788.2689	-0.6148466	0.03379572	3.361673e-75	1.641356e-72
ENSMUSG00000071178	13.05757	-3.252145	0.38272876	4.1949700000000004e-18	2.107019e-16
ENSMUSG00000090555	1.226127	-2.050779	1.37032426	0.0002691702	0.002194651
ENSMUSG00000066366	5.420528	-3.617464	0.60788816	3.459753e-10	8.088809e-09
ENSMUSG00000079015	2.918823	-3.16433	0.76657704	1.533035e-06	2.051375e-05
ENSMUSG00000072849	1.31587	-0.9330703	1.15272282	0.002141588	0.01335392
ENSMUSG00000058260	51.37745	0.5043055	0.19522031	6.623232e-05	0.0006292071
ENSMUSG00000021101	2.420391	-2.118179	0.7475917	2.276563e-05	0.0002413962
ENSMUSG00000048251	26.71646	-6.546551	0.61058884	2.163589e-29	2.390766e-27
ENSMUSG00000021263	11.61591	-1.28734	0.31527663	3.377039e-07	5.075228e-06
ENSMUSG00000113581	106.4078	-5.394691	0.25385606	3.961171e-102	2.77216e-99
ENSMUSG00000075707	89.78224	-4.935622	0.22473327	1.699701e-108	1.274472e-105
ENSMUSG00000001270	470.5629	-6.517091	0.20822815	1.4670209999999999e-217	3.422233e-214
ENSMUSG00000006360	5492.618	0.4600413	0.02967001	2.34782e-56	6.661145e-54
ENSMUSG00000049036	452.9403	0.4404517	0.09302216	1.133233e-08	2.168845e-07
ENSMUSG00000025321	13.58736	-2.043169	0.49499128	8.054805e-07	1.141868e-05
ENSMUSG00000041886	50.34574	-1.310359	0.2111103	6.225678e-12	1.833213e-10
ENSMUSG00000022150	7302.395	0.4010185	0.06969266	3.945281e-11	1.043214e-09
ENSMUSG00000022149	12.78242	1.457703	0.27496142	1.530684e-09	3.313063e-08
ENSMUSG00000054263	129.721	0.5523085	0.13783312	4.661201e-07	6.877156e-06
ENSMUSG00000039801	3550.515	0.4114612	0.09150251	3.653177e-08	6.47791e-07
ENSMUSG00000058914	11.43852	0.744569	0.31062377	7.286862e-05	0.0006860433
ENSMUSG00000022244	1048.749	0.5931793	0.0445	7.011515e-42	1.237032e-39
ENSMUSG00000022321	328.0962	-1.542232	0.09311123	3.4660739999999995e-63	1.1550830000000001e-60
ENSMUSG00000022265	18807.53	0.4085431	0.02441706	2.718682e-65	1.019263e-62
ENSMUSG00000096956	10.33703	-2.514418	0.36304776	7.66066e-13	2.516988e-11
ENSMUSG00000022231	62.82059	-4.344547	0.24747355	3.46964e-70	1.456902e-67
ENSMUSG00000038984	48.46669	1.242145	0.28262713	9.345961e-08	1.552361e-06
ENSMUSG00000037386	34.60564	-7.007293	0.61206254	4.218929e-33	5.335928e-31
ENSMUSG00000022305	349.2566	-0.5794441	0.06420741	5.467812e-21	3.386333e-19
ENSMUSG00000054409	38.36324	0.6039347	0.14533454	3.070604e-07	4.661413e-06
ENSMUSG00000022340	2.242001	-1.874373	0.80626294	5.858142e-05	0.0005623763
ENSMUSG00000063727	4.140599	-0.6537162	0.52065234	0.001167891	0.008005181
ENSMUSG00000024479	4155.528	0.5863884	0.08624398	2.309016e-13	7.934173e-12
ENSMUSG00000037362	46.97729	-1.876922	0.17577013	8.355084e-28	8.08364e-26
ENSMUSG00000022371	2.852637	0.569644	0.56543383	0.002421414	0.01486914
ENSMUSG00000022353	5382.339	0.3957056	0.05787593	3.34053e-14	1.226126e-12
ENSMUSG00000022598	760.3133	0.567311	0.19417211	2.184109e-05	0.0002320616
ENSMUSG00000047728	493.2694	0.5076786	0.10890742	2.195585e-08	4.015358e-07
ENSMUSG00000022575	10693.2	0.4404053	0.08687573	2.013472e-09	4.278629e-08
ENSMUSG00000022574	142.4547	0.6432897	0.11189373	1.991251e-10	4.805323e-09
ENSMUSG00000063354	13458.42	0.4697836	0.07405118	1.375293e-12	4.374891e-11
ENSMUSG00000057346	15.5935	-1.31383	0.21962208	2.512931e-11	6.869659e-10
ENSMUSG00000068246	19.46938	-1.186718	0.20439075	6.55483e-11	1.688572e-09
ENSMUSG00000016552	28.07421	0.509907	0.21048251	0.0001059298	0.0009644388
ENSMUSG00000068226	27.98997	0.5475659	0.30332695	0.0004877415	0.00369947
ENSMUSG00000044216	52.52474	-0.7558378	0.24033326	9.974867e-06	0.0001136312
ENSMUSG00000010830	949.1549	-0.5508665	0.14980452	1.651437e-06	2.199995e-05
ENSMUSG00000042109	41.58621	-0.7286064	0.21181292	4.240571e-06	5.1913e-05
ENSMUSG00000016758	33.69131	-0.5401591	0.3788919	0.001165358	0.007993042
ENSMUSG00000018865	2.266578	-4.262244	0.66920873	1.187983e-11	3.365953e-10
ENSMUSG00000041653	12.84278	-2.402556	0.47912269	4.276274e-08	7.469249e-07
ENSMUSG00000055745	282.1676	0.5728523	0.15338337	1.40313e-06	1.896891e-05
ENSMUSG00000022610	99.92363	-1.687973	0.21683752	2.235825e-16	9.987476e-15
ENSMUSG00000055782	4.114679	-3.080149	0.53607699	1.552731e-09	3.35042e-08
ENSMUSG00000063296	72.57801	-0.7736816	0.12784197	3.780819e-11	1.006062e-09
ENSMUSG00000022454	25.37568	0.4369788	0.28593928	0.00146059	0.009673529
ENSMUSG00000023484	39.16487	-0.4882973	0.16304294	1.782877e-05	0.0001930454
ENSMUSG00000054619	3167.943	0.4155427	0.16144386	8.801239e-05	0.0008129433
ENSMUSG00000096215	72.00218	0.6798685	0.22024377	1.259874e-05	0.0001410723
ENSMUSG00000091712	23.30325	0.4608549	0.16939726	4.670627e-05	0.0004584376
ENSMUSG00000051669	58.27693	-0.7871872	0.14481138	1.158433e-09	2.546734e-08
ENSMUSG00000068617	2.558658	-1.997153	0.75517695	3.192218e-05	0.0003250273
ENSMUSG00000022783	3.825208	-1.4456	0.91894211	0.0002783814	0.002260974
ENSMUSG00000071636	7.74885	-1.4501	0.34685148	2.690354e-07	4.113909e-06
ENSMUSG00000022766	29.16637	0.8109684	0.35930277	9.115453e-05	0.0008393813
ENSMUSG00000022756	208.3756	-0.4309769	0.18402408	0.0001713424	0.001476738
ENSMUSG00000043391	7.771618	-3.747005	0.49284939	3.779813e-15	1.497305e-13
ENSMUSG00000022853	25.90289	-0.5313762	0.19317843	3.805736e-05	0.0003808457
ENSMUSG00000013089	112.8225	-0.6052276	0.32296087	0.0003477865	0.002755388
ENSMUSG00000022871	72.59016	0.9615909	0.16349571	5.694131e-11	1.475905e-09
ENSMUSG00000022875	6.648704	0.8997609	0.66653908	0.0006212217	0.004594064
ENSMUSG00000048399	13.76305	-1.795684	0.24059811	3.543655e-15	1.411746e-13
ENSMUSG00000022512	24.35857	-0.7868266	0.20620816	1.209392e-06	1.656307e-05
ENSMUSG00000056423	13.02639	-1.148352	0.53667767	8.538792e-05	0.0007925373
ENSMUSG00000022816	70.77535	-3.505381	0.38030663	5.421534e-21	3.3676069999999995e-19
ENSMUSG00000022809	12.34559	-3.787013	0.62673334	1.679276e-10	4.104355e-09
ENSMUSG00000047261	2.604065	-3.302194	0.89104321	4.08866e-06	5.025844e-05
ENSMUSG00000022755	3.633484	-0.8961384	1.00122775	0.001828285	0.01167773
ENSMUSG00000022747	143.8331	-1.25	0.12806826	1.957014e-24	1.5274170000000002e-22
ENSMUSG00000064115	7.310011	-1.139039	0.33576406	3.48162e-06	4.332934e-05
ENSMUSG00000022860	3.080602	-3.810669	0.65098456	5.03915e-10	1.158784e-08
ENSMUSG00000053062	2319.869	0.5365989	0.1249123	1.326332e-07	2.148637e-06
ENSMUSG00000022893	601.6715	-2.81164	0.30560144	9.294071e-21	5.639567e-19
ENSMUSG00000022894	86.36033	-2.137192	0.14988888	5.690281e-47	1.298559e-44
ENSMUSG00000053414	509.2631	0.5505251	0.05403927	5.622177999999999e-26	4.6655189999999996e-24
ENSMUSG00000039680	3932.204	0.5326974	0.03744932	1.558907e-47	3.596622e-45
ENSMUSG00000051297	33.50335	0.4864716	0.22814146	0.0002581215	0.002114421
ENSMUSG00000022947	3375.737	0.3817521	0.18536454	0.0005124562	0.003857662
ENSMUSG00000062713	1096.678	0.6112441	0.02870766	7.818009e-102	5.2842150000000005e-99
ENSMUSG00000022941	12.38971	-1.253826	0.32400996	7.318927e-07	1.044601e-05
ENSMUSG00000022895	19606.35	0.4479269	0.0501529	2.255631e-21	1.422131e-19
ENSMUSG00000040605	634.1652	0.7549285	0.06984894	1.394596e-28	1.456693e-26
ENSMUSG00000023341	35.34595	0.4471994	0.22458551	0.0004404675	0.003384925
ENSMUSG00000000385	2702.085	0.6654101	0.12338711	1.428087e-09	3.110237e-08
ENSMUSG00000096780	95.09289	-0.6743824	0.09034873	3.263686e-15	1.310155e-13
ENSMUSG00000023873	3.910537	-4.417249	0.69892914	1.302203e-11	3.670694e-10
ENSMUSG00000023830	608.878	0.8786171	0.0479477	1.116325e-76	5.580298e-74
ENSMUSG00000048826	226.0398	1.545425	0.14592727	8.181035000000001e-28	7.95189e-26
ENSMUSG00000002617	72.63615	-0.6201576	0.10206211	2.755503e-11	7.455127e-10
ENSMUSG00000023909	481.7362	-0.4701004	0.11839216	4.193322e-07	6.22235e-06
ENSMUSG00000092981	74.69778	-0.5129633	0.18260065	3.225753e-05	0.0003279646
ENSMUSG00000007021	12.12472	-1.131075	0.26971903	2.141752e-07	3.335763e-06
ENSMUSG00000047507	6.052673	-0.4509805	0.37314595	0.00260441	0.01579878
ENSMUSG00000024173	7.659109	-1.089193	0.64783271	0.0002479546	0.002043095
ENSMUSG00000025738	106.8681	-1.332998	0.10732987	3.0320499999999997e-37	4.579704e-35
ENSMUSG00000073433	43.09946	-2.488671	0.17112167	1.666859e-48	4.069269e-46
ENSMUSG00000024186	64.43087	-1.047492	0.2480756	2.007674e-07	3.145605e-06
ENSMUSG00000085912	63.33221	-0.4773547	0.31373918	0.001224931	0.008320812
ENSMUSG00000041119	101.0957	-1.751381	0.18636362	2.37808e-22	1.631627e-20
ENSMUSG00000024039	667.4369	-0.5463006	0.17785986	1.360283e-05	0.0001514271
ENSMUSG00000090700	3.085221	-4.091256	0.79479767	1.670222e-08	3.09773e-07
ENSMUSG00000024292	14.13018	-1.544936	0.24635219	6.640678e-12	1.949945e-10
ENSMUSG00000061232	3354.793	-1.184444	0.21659975	4.574628e-10	1.060092e-08
ENSMUSG00000024338	7.926841	-0.6358379	0.6467267	0.002159076	0.01345497
ENSMUSG00000015468	33.55424	0.4370065	0.19741132	0.0002452706	0.002024953
ENSMUSG00000034673	1793.94	0.4232901	0.07990263	5.577298e-10	1.272783e-08
ENSMUSG00000015452	2359.092	-3.267491	0.22279879	2.515967e-49	6.28842e-47
ENSMUSG00000007034	103.2837	0.7927417	0.14113295	4.340702e-10	1.010193e-08
ENSMUSG00000024402	1.492218	-0.7476734	0.88240179	0.002439514	0.01496278
ENSMUSG00000035929	49.13039	-5.047039	0.29606844	7.844198e-67	3.1073389999999995e-64
ENSMUSG00000067235	3.317732	-1.223447	1.01848348	0.0006963143	0.005084249
ENSMUSG00000034595	3919.637	-0.4318079	0.05921054	1.368619e-15	5.667488e-14
ENSMUSG00000058063	1.626979	-0.4603649	0.75500989	0.007480244	0.03819827
ENSMUSG00000097971	6162.316	-0.5023393	0.07637477	4.249065e-13	1.43423e-11
ENSMUSG00000023914	1101.057	0.4972739	0.10929063	3.500551e-08	6.217772e-07
ENSMUSG00000039601	29.82299	-1.33763	0.28264448	2.208532e-08	4.032011e-07
ENSMUSG00000096847	4.791887	-3.297618	0.82417599	2.063504e-06	2.682555e-05
ENSMUSG00000071073	45.86852	0.4613903	0.19861723	0.0001621483	0.001405575
ENSMUSG00000032717	2.444657	-1.930598	1.26895868	0.0002722428	0.002216261
ENSMUSG00000039316	24.0201	-2.571078	0.2384819	1.074159e-27	1.029771e-25
ENSMUSG00000023927	200.0757	-4.568038	0.13234335	2.1018850000000002e-262	6.304153999999999e-259
ENSMUSG00000048915	453.0118	-0.5761485	0.09983008	1.190804e-10	2.969231e-09
ENSMUSG00000024043	323.3061	0.5293343	0.04922138	1.115784e-28	1.1891309999999999e-26
ENSMUSG00000024063	66.76759	-0.6252508	0.17779271	3.277755e-06	4.113357e-05
ENSMUSG00000043705	21.37118	0.7761177	0.20661706	1.489287e-06	2.000485e-05
ENSMUSG00000024066	314.7389	1.204949	0.17013224	1.501745e-14	5.7118e-13
ENSMUSG00000039193	609.3899	0.4834705	0.05265413	3.762967e-22	2.524073e-20
ENSMUSG00000024084	37.76575	-1.458981	0.5286039	1.998386e-05	0.0002135171
ENSMUSG00000036533	206.9181	-1.888367	0.14074265	3.453379e-42	6.250318e-40
ENSMUSG00000024143	1891.747	-0.4503241	0.22062563	0.0003792525	0.002977714
ENSMUSG00000045394	270.1454	-0.5159127	0.1499577	3.712048e-06	4.608779e-05
ENSMUSG00000095134	5.664122	-2.062852	0.39731743	1.0316e-08	1.979748e-07
ENSMUSG00000024421	17.20012	0.3825094	0.29758261	0.003290713	0.01933628
ENSMUSG00000024420	17.95507	1.199302	0.24117997	6.318909e-09	1.241024e-07
ENSMUSG00000024304	11181.67	-0.5018386	0.04222319	1.944036e-34	2.599684e-32
ENSMUSG00000086095	91.41412	-0.9125359	0.12437287	3.876078e-15	1.529667e-13
ENSMUSG00000024331	11.07126	-5.577583	0.65478072	1.4509539999999998e-19	8.101801e-18
ENSMUSG00000044393	1385.626	-1.336914	0.0650513	1.197105e-95	7.616127e-93
ENSMUSG00000033107	2.999131	-1.546715	0.66243966	5.361426e-05	0.0005192027
ENSMUSG00000041923	15.86697	-2.623717	0.33089224	4.889481e-16	2.134192e-14
ENSMUSG00000024302	222.9623	-0.383388	0.1634971	0.0002176994	0.001825319
ENSMUSG00000024274	15.83903	-0.4662318	0.33010676	0.001626048	0.01057586
ENSMUSG00000039616	848.9879	0.3933769	0.11270495	3.457821e-06	4.310983e-05
ENSMUSG00000024268	60.44061	-1.979936	0.21790134	8.233284e-21	5.010370999999999e-19
ENSMUSG00000046668	138.6529	0.4076796	0.21419687	0.0006762086	0.004953594
ENSMUSG00000103749	19.47477	-1.929873	0.25665716	3.380668e-15	1.354525e-13
ENSMUSG00000102428	72.92634	0.4067815	0.10937926	1.265345e-06	1.727303e-05
ENSMUSG00000036585	2306.056	0.3822244	0.11266789	5.476665e-06	6.555449e-05
ENSMUSG00000057719	194.9022	-0.7106575	0.23024386	1.231069e-05	0.0001382154
ENSMUSG00000024501	8887.505	-0.493384	0.15395317	8.557032e-06	9.876575e-05
ENSMUSG00000024502	6.80414	-0.8559145	0.71160664	0.0009159479	0.006467429
ENSMUSG00000073565	272.9054	0.5649789	0.05950853	6.134182000000001e-23	4.350917e-21
ENSMUSG00000052713	189.6088	-1.05903	0.14833437	1.052312e-14	4.053814e-13
ENSMUSG00000024593	2.008484	-1.728911	0.94356792	0.0001555839	0.00135595
ENSMUSG00000034320	12183.87	0.3899352	0.14676856	7.653322e-05	0.0007163687
ENSMUSG00000024575	60.60728	0.4545477	0.13781536	6.158907e-06	7.297192e-05
ENSMUSG00000054589	52.91048	0.4285929	0.12899804	5.86034e-06	6.970982e-05
ENSMUSG00000026322	7.102044	-2.638874	0.4493748	6.695344e-10	1.513119e-08
ENSMUSG00000041482	1.208017	-2.357965	1.0757451	7.511625e-05	0.0007049686
ENSMUSG00000045991	3002.842	-0.7791094	0.04422354	7.558656e-71	3.3061240000000003e-68
ENSMUSG00000046610	26.31625	-0.622258	0.15920398	8.239543e-07	1.16491e-05
ENSMUSG00000053846	29.21538	-1.943947	0.2760231	1.130348e-13	4.015508e-12
ENSMUSG00000044646	402.1221	-0.4440275	0.21986042	0.0004132154	0.003210754
ENSMUSG00000025427	20.94671	-6.753754	0.61002086	3.804151e-31	4.4869750000000003e-29
ENSMUSG00000056214	124.087	-0.6844754	0.30760466	0.0001240758	0.001111336
ENSMUSG00000024565	14.83707	-1.574204	0.26023235	2.809904e-11	7.582767e-10
ENSMUSG00000024646	10872.02	0.4093286	0.06414752	7.500698e-13	2.473998e-11
ENSMUSG00000024905	16.17178	0.3944808	0.23621652	0.001324165	0.008885981
ENSMUSG00000024892	554.411	0.4849637	0.09543315	2.376475e-09	5.014482e-08
ENSMUSG00000067889	125.3632	0.5140775	0.23139078	0.0001856408	0.001580506
ENSMUSG00000056481	3.826783	-1.746284	0.60049267	1.624293e-05	0.0001780735
ENSMUSG00000024910	110.8894	-0.9706703	0.26166317	1.409196e-06	1.902641e-05
ENSMUSG00000024769	2084.129	0.3841242	0.04503179	5.611104e-20	3.2364050000000002e-18
ENSMUSG00000024968	142.7356	-0.7583052	0.18109964	3.26032e-07	4.920951e-06
ENSMUSG00000053080	1403.177	-0.8429653	0.13906841	2.893867e-11	7.799324e-10
ENSMUSG00000060675	170.1171	-1.771574	0.11274482	6.415335e-57	1.845068e-54
ENSMUSG00000024731	24.64158	1.133094	0.18601199	1.166082e-11	3.308364e-10
ENSMUSG00000063683	361.2695	0.5806942	0.06063409	3.24843e-23	2.351751e-21
ENSMUSG00000044441	8.2251	0.4370321	0.35130458	0.002613687	0.01585048
ENSMUSG00000053279	5560.923	0.5901526	0.05693079	1.336098e-26	1.149647e-24
ENSMUSG00000024747	426.9292	0.5239602	0.07411923	1.91708e-14	7.226048e-13
ENSMUSG00000033207	0.8329375	-0.5563009	1.03583267	0.006674781	0.03475621
ENSMUSG00000024897	30.58314	-2.513008	0.28291738	1.431966e-19	8.017102000000001e-18
ENSMUSG00000071604	77.65496	-0.6438919	0.24641562	4.944381e-05	0.0004828246
ENSMUSG00000032702	628.6152	-2.259927	0.20967679	7.390044e-28	7.250186e-26
ENSMUSG00000048138	146.1662	-0.7882126	0.09970743	8.836883000000001e-17	4.042056e-15
ENSMUSG00000035783	13.06148	-2.199027	0.268494	3.310947e-17	1.56915e-15
ENSMUSG00000024778	381.3821	0.7278071	0.07998479	4.1128159999999996e-21	2.5775689999999996e-19
ENSMUSG00000024990	26608.78	0.4917633	0.12261367	3.74027e-07	5.585133e-06
ENSMUSG00000025002	6.793156	-2.516134	0.45602122	4.174053e-09	8.50818e-08
ENSMUSG00000067231	87.13697	-1.332471	0.21631766	8.645433e-12	2.483049e-10
ENSMUSG00000055044	1067.029	-0.4685482	0.11902451	4.832984e-07	7.115603e-06
ENSMUSG00000025006	954.2643	0.4540853	0.0351831	2.642895e-40	4.3349669999999997e-38
ENSMUSG00000025007	4489.137	-0.3839074	0.09181918	1.837512e-07	2.898464e-06
ENSMUSG00000061132	239.6221	0.924943	0.09627737	1.2497840000000001e-23	9.304685e-22
ENSMUSG00000025020	18.96473	-0.9967867	0.18881881	1.558769e-09	3.359994e-08
ENSMUSG00000049670	32.565	0.4021649	0.16574979	0.0001510369	0.00131906
ENSMUSG00000092250	1.779622	-3.639143	0.69291373	1.588086e-08	2.950607e-07
ENSMUSG00000044220	3.418439	-4.721445	0.67368808	7.850327e-14	2.82222e-12
ENSMUSG00000025197	29.04846	0.5881576	0.18308114	8.697352e-06	0.00010022
ENSMUSG00000099655	5.840355	-0.716281	0.409512	0.0003487189	0.002760692
ENSMUSG00000003559	120.1563	-1.083049	0.09825113	3.072815e-30	3.4684810000000003e-28
ENSMUSG00000025068	50035.94	0.4157577	0.03935432	1.6825280000000001e-28	1.748746e-26
ENSMUSG00000097632	8.698846	-0.5156831	0.36359891	0.001299255	0.008748675
ENSMUSG00000025083	3076.192	0.6178028	0.06492394	7.644854000000001e-23	5.404165e-21
ENSMUSG00000087095	4.975956	-0.6208179	0.47432863	0.001140916	0.007840766
ENSMUSG00000043969	21.43972	-0.7409131	0.20169513	2.001211e-06	2.608034e-05
